EEG 1, EEG 2, EEG 3, EEG 4, EEG 5, EEG 6, EEG 7, EEG 8, TRIG
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.004,-0.002,-0.002,0.000,0.000,0.002,0.000,-0.002,0.000
0.019,-0.008,-0.008,0.000,0.000,0.011,0.000,-0.010,0.000
0.062,-0.026,-0.026,0.000,0.001,0.034,0.000,-0.032,0.000
0.152,-0.065,-0.065,0.001,0.002,0.079,0.000,-0.078,0.000
0.299,-0.127,-0.126,0.008,0.003,0.142,0.004,-0.148,0.000
0.486,-0.204,-0.204,0.030,0.002,0.192,0.018,-0.226,0.000
0.667,-0.275,-0.281,0.080,-0.006,0.183,0.050,-0.277,0.000
0.784,-0.313,-0.347,0.176,-0.037,0.086,0.101,-0.271,0.000
0.794,-0.303,-0.416,0.332,-0.116,-0.069,0.161,-0.201,0.000
0.683,-0.244,-0.533,0.556,-0.276,-0.182,0.204,-0.096,0.000
0.468,-0.155,-0.756,0.840,-0.536,-0.125,0.202,-0.005,0.000
0.174,-0.068,-1.121,1.154,-0.886,0.184,0.138,0.040,0.000
-0.186,-0.009,-1.623,1.455,-1.276,0.725,0.018,0.049,0.000
-0.610,0.024,-2.200,1.701,-1.624,1.364,-0.123,0.079,0.000
-1.088,0.070,-2.746,1.875,-1.844,1.880,-0.226,0.216,0.000
-1.576,0.195,-3.139,2.000,-1.868,2.062,-0.231,0.533,0.000
-1.980,0.461,-3.279,2.138,-1.676,1.826,-0.100,1.023,0.000
-2.154,0.874,-3.112,2.375,-1.308,1.307,0.152,1.562,0.000
-1.940,1.361,-2.632,2.790,-0.862,0.836,0.466,1.929,0.000
-1.244,1.765,-1.882,3.397,-0.494,0.785,0.782,1.916,0.000
-0.101,1.874,-0.937,4.099,-0.400,1.385,1.088,1.438,0.000
1.303,1.501,0.097,4.692,-0.782,2.599,1.437,0.607,0.000
2.674,0.628,1.097,4.919,-1.744,4.127,1.912,-0.302,0.000
3.692,-0.482,1.913,4.563,-3.194,5.503,2.557,-0.944,0.000
4.105,-1.308,2.392,3.521,-4.813,6.270,3.338,-1.056,0.000
3.823,-1.302,2.396,1.864,-6.121,6.165,4.158,-0.619,0.000
2.955,-0.182,1.848,-0.158,-6.608,5.212,4.921,0.051,0.000
1.779,1.893,0.756,-2.171,-5.915,3.669,5.592,0.398,0.000
0.643,4.321,-0.781,-3.807,-4.025,1.875,6.196,-0.100,0.000
-0.131,6.247,-2.584,-4.812,-1.389,0.090,6.775,-1.633,0.000
-0.328,6.854,-4.433,-5.106,1.168,-1.565,7.307,-3.919,0.000
0.089,5.687,-6.103,-4.779,2.752,-3.069,7.665,-6.290,0.000
0.948,2.835,-7.378,-4.039,2.772,-4.396,7.633,-7.933,0.000
1.914,-1.118,-8.073,-3.136,1.174,-5.450,6.986,-8.198,0.000
2.611,-5.310,-8.056,-2.279,-1.516,-6.067,5.607,-6.900,0.000
2.773,-8.855,-7.283,-1.590,-4.346,-6.104,3.591,-4.441,0.000
2.320,-11.076,-5.821,-1.088,-6.272,-5.541,1.237,-1.662,0.000
1.366,-11.708,-3.870,-0.699,-6.599,-4.522,-1.041,0.546,0.000
0.159,-11.028,-1.753,-0.272,-5.291,-3.311,-2.855,1.621,0.000
-1.018,-9.740,0.139,0.383,-2.961,-2.153,-3.967,1.501,0.000
-1.952,-8.662,1.442,1.414,-0.548,-1.162,-4.351,0.533,0.000
-2.555,-8.367,1.937,2.828,1.096,-0.273,-4.183,-0.759,0.000
-2.848,-8.997,1.614,4.453,1.524,0.677,-3.748,-1.930,0.000
-2.866,-10.311,0.697,5.989,0.821,1.819,-3.336,-2.774,0.000
-2.562,-11.878,-0.397,7.110,-0.466,3.143,-3.174,-3.326,0.000
-1.796,-13.282,-1.177,7.591,-1.590,4.460,-3.403,-3.706,0.000
-0.444,-14.248,-1.262,7.391,-1.931,5.447,-4.046,-3.927,0.000
1.441,-14.651,-0.536,6.680,-1.235,5.734,-4.962,-3.800,0.000
3.555,-14.461,0.853,5.749,0.372,5.032,-5.863,-3.018,0.000
5.416,-13.707,2.638,4.843,2.517,3.298,-6.422,-1.365,0.000
6.544,-12.490,4.648,3.990,4.736,0.820,-6.440,1.106,0.000
6.663,-11.013,6.895,2.985,6.607,-1.853,-5.957,4.047,0.000
5.835,-9.527,9.452,1.536,7.873,-4.123,-5.260,6.919,0.000
4.461,-8.213,12.208,-0.497,8.521,-5.566,-4.791,9.149,0.000
3.107,-7.081,14.732,-2.960,8.761,-6.062,-4.983,10.316,0.000
2.245,-5.953,16.394,-5.447,8.877,-5.808,-6.061,10.309,0.000
2.043,-4.559,16.680,-7.490,9.041,-5.243,-7.897,9.379,0.000
2.325,-2.693,15.493,-8.777,9.233,-4.894,-10.045,8.007,0.000
2.690,-0.352,13.273,-9.264,9.307,-5.164,-11.944,6.634,0.000
2.687,2.192,10.860,-9.124,9.117,-6.168,-13.183,5.434,0.000
2.001,4.463,9.151,-8.587,8.604,-7.697,-13.666,4.289,0.000
0.581,5.984,8.703,-7.790,7.794,-9.300,-13.593,2.978,0.000
-1.329,6.510,9.508,-6.746,6.744,-10.426,-13.282,1.409,0.000
-3.312,6.156,11.048,-5.407,5.493,-10.595,-12.950,-0.257,0.000
-5.008,5.377,12.557,-3.747,4.089,-9.619,-12.556,-1.662,0.000
-6.295,4.809,13.314,-1.793,2.662,-7.768,-11.801,-2.438,0.000
-7.309,5.020,12.868,0.383,1.461,-5.716,-10.306,-2.411,0.000
-8.286,6.266,11.150,2.683,0.787,-4.214,-7.888,-1.728,0.000
-9.378,8.369,8.453,4.987,0.841,-3.680,-4.757,-0.834,0.000
-10.537,10.820,5.255,7.165,1.590,-3.972,-1.490,-0.271,0.000
-11.525,12.997,1.997,9.076,2.702,-4.476,1.216,-0.418,0.000
-12.012,14.402,-1.053,10.554,3.624,-4.424,2.845,-1.334,0.000
-11.728,14.805,-3.771,11.389,3.778,-3.278,3.267,-2.770,0.000
-10.607,14.339,-6.056,11.343,2.850,-1.037,2.773,-4.292,0.000
-8.838,13.496,-7.744,10.220,0.991,1.684,1.951,-5.411,0.000
-6.793,12.969,-8.647,7.966,-1.193,3.923,1.437,-5.705,0.000
-4.869,13.314,-8.687,4.747,-2.900,4.897,1.654,-4.954,0.000
-3.372,14.628,-8.023,0.972,-3.471,4.487,2.684,-3.236,0.000
-2.463,16.479,-7.061,-2.806,-2.649,3.323,4.318,-0.908,0.000
-2.163,18.145,-6.323,-6.018,-0.684,2.433,6.203,1.522,0.000
-2.364,18.983,-6.247,-8.203,1.767,2.668,7.948,3.535,0.000
-2.855,18.709,-7.016,-9.095,3.920,4.268,9.196,4.720,0.000
-3.360,17.478,-8.490,-8.717,5.212,6.745,9.703,4.871,0.000
-3.577,15.770,-10.286,-7.443,5.508,9.107,9.432,4.072,0.000
-3.233,14.140,-11.964,-5.924,5.076,10.340,8.570,2.694,0.000
-2.165,12.965,-13.193,-4.879,4.393,9.901,7.430,1.276,0.000
-0.415,12.318,-13.801,-4.839,3.927,7.950,6.296,0.324,0.000
1.735,12.020,-13.720,-5.994,3.975,5.179,5.301,0.137,0.000
3.826,11.790,-12.953,-8.157,4.542,2.401,4.395,0.687,0.000
5.362,11.368,-11.602,-10.846,5.303,0.198,3.384,1.632,0.000
5.979,10.576,-9.911,-13.459,5.725,-1.204,2.041,2.443,0.000
5.591,9.321,-8.233,-15.489,5.342,-1.847,0.276,2.639,0.000
4.422,7.596,-6.937,-16.687,4.029,-1.866,-1.711,2.001,0.000
2.920,5.468,-6.285,-17.077,2.052,-1.348,-3.435,0.650,0.000
1.589,3.086,-6.317,-16.829,-0.112,-0.329,-4.333,-1.030,0.000
0.832,0.701,-6.795,-16.086,-2.042,1.083,-4.072,-2.569,0.000
0.849,-1.335,-7.261,-14.852,-3.555,2.573,-2.739,-3.596,0.000
1.567,-2.634,-7.201,-13.015,-4.733,3.620,-0.813,-3.942,0.000
2.640,-2.910,-6.259,-10.457,-5.815,3.707,1.062,-3.621,0.000
3.549,-2.132,-4.382,-7.195,-7.037,2.600,2.373,-2.746,0.000
3.818,-0.633,-1.834,-3.454,-8.485,0.525,2.973,-1.477,0.000
3.213,0.908,0.921,0.344,-10.052,-1.899,3.125,-0.051,0.000
1.815,1.676,3.390,3.730,-11.509,-3.947,3.323,1.192,0.000
-0.038,1.065,5.164,6.363,-12.655,-5.100,3.978,1.854,0.000
-1.884,-1.030,5.936,8.159,-13.414,-5.191,5.162,1.608,0.000
-3.278,-4.149,5.486,9.258,-13.841,-4.373,6.579,0.340,0.000
-3.900,-7.450,3.767,9.902,-14.060,-2.973,7.740,-1.730,0.000
-3.600,-10.020,1.048,10.295,-14.190,-1.371,8.239,-4.030,0.000
-2.384,-11.202,-2.033,10.518,-14.292,0.131,7.962,-5.780,0.000
-0.397,-10.860,-4.613,10.545,-14.332,1.401,7.156,-6.315,0.000
2.085,-9.440,-5.878,10.294,-14.161,2.517,6.353,-5.389,0.000
4.665,-7.760,-5.355,9.706,-13.581,3.650,6.125,-3.293,0.000
6.897,-6.589,-3.100,8.767,-12.473,4.876,6.811,-0.688,0.000
8.386,-6.297,0.275,7.473,-10.909,6.035,8.350,1.726,0.000
8.897,-6.768,3.804,5.791,-9.146,6.784,10.329,3.511,0.000
8.423,-7.587,6.501,3.701,-7.490,6.836,12.161,4.596,0.000
7.190,-8.324,7.665,1.328,-6.127,6.192,13.260,5.160,0.000
5.564,-8.746,7.066,-0.982,-5.059,5.193,13.168,5.391,0.000
3.914,-8.868,4.997,-2.761,-4.161,4.361,11.676,5.316,0.000
2.481,-8.845,2.216,-3.652,-3.301,4.126,8.924,4.817,0.000
1.334,-8.786,-0.290,-3.619,-2.447,4.604,5.378,3.774,0.000
0.424,-8.617,-1.667,-2.976,-1.680,5.517,1.665,2.242,0.000
-0.299,-8.094,-1.518,-2.229,-1.121,6.277,-1.630,0.510,0.000
-0.797,-6.954,-0.008,-1.830,-0.804,6.255,-4.120,-0.996,0.000
-0.943,-5.104,2.239,-1.999,-0.584,5.105,-5.650,-1.908,0.000
-0.625,-2.685,4.356,-2.682,-0.126,2.970,-6.253,-2.080,0.000
0.138,0.006,5.499,-3.637,0.960,0.423,-6.087,-1.656,0.000
1.147,2.661,5.152,-4.556,2.917,-1.804,-5.401,-1.002,0.000
2.077,5.048,3.349,-5.153,5.682,-3.124,-4.514,-0.553,0.000
2.604,7.030,0.666,-5.235,8.881,-3.309,-3.783,-0.630,0.000
2.540,8.522,-2.014,-4.769,11.954,-2.570,-3.503,-1.296,0.000
1.879,9.436,-3.845,-3.932,14.330,-1.494,-3.795,-2.341,0.000
